ID,Name,CodeString,MasterID
1,length,ST_length,1
2,mean,DN_mean,5
3,harmonic_mean,DN_hmean,6
4,median,DN_median,8
5,trimmed_mean_1,DN_TrimmedMean_1,13
6,trimmed_mean_5,DN_TrimmedMean_5,14
7,trimmed_mean_10,DN_TrimmedMean_10,15
8,trimmed_mean_25,DN_TrimmedMean_25,16
9,trimmed_mean_50,DN_TrimmedMean_50,17
10,midhinge,DN_midhinge,9
11,DN_HistogramMode_5,DN_HistogramMode_5,10
12,DN_HistogramMode_10,DN_HistogramMode_10,11
13,DN_HistogramMode_20,DN_HistogramMode_20,12
14,maximum,DN_max,3
15,miminmum,DN_min,4
16,rms,DN_rms,7
17,burstiness_Goh,DN_burstiness.B,2
18,burstiness_Kim,DN_burstiness.B_Kim,2
19,standard_deviation,DN_Spread_std,18
20,mean_absolute_deviation,DN_Spread_mad,19
21,interquartile_range,DN_Spread_iqr,20
22,median_absolute_deviation,DN_Spread_mead,21
23,DN_Moments_3,DN_Moments_3,22
24,DN_Moments_4,DN_Moments_4,23
25,DN_Moments_5,DN_Moments_5,24
26,DN_Moments_6,DN_Moments_6,25
27,DN_Moments_7,DN_Moments_7,26
28,DN_Moments_8,DN_Moments_8,27
29,DN_Moments_9,DN_Moments_9,28
30,DN_Moments_10,DN_Moments_10,29
31,DN_Moments_11,DN_Moments_11,30
32,DN_Moments_raw_3,DN_Moments_raw_3,31
33,DN_Moments_raw_4,DN_Moments_raw_4,32
34,DN_Moments_raw_5,DN_Moments_raw_5,33
35,DN_Moments_raw_6,DN_Moments_raw_6,34
36,DN_Moments_raw_7,DN_Moments_raw_7,35
37,DN_Moments_raw_8,DN_Moments_raw_8,36
38,DN_Moments_raw_9,DN_Moments_raw_9,37
39,DN_Moments_raw_10,DN_Moments_raw_10,38
40,DN_Moments_raw_11,DN_Moments_raw_11,39
41,skewness_pearson,DN_CustomSkewness_pearson,40
42,skewness_bowley,DN_CustomSkewness_bowley,41
43,coeff_var_1,DN_cv_1,83
44,coeff_var_2,DN_cv_2,84
45,DN_Withinp_05,DN_Withinp_05,42
46,DN_Withinp_10,DN_Withinp_10,43
47,DN_Withinp_15,DN_Withinp_15,44
48,DN_Withinp_20,DN_Withinp_20,45
49,DN_Withinp_25,DN_Withinp_25,46
50,DN_Withinp_30,DN_Withinp_30,47
51,DN_Withinp_median_05,DN_Withinp_median_05,48
52,DN_Withinp_median_10,DN_Withinp_median_10,49
53,DN_Withinp_median_15,DN_Withinp_median_15,50
54,DN_Withinp_median_20,DN_Withinp_median_20,51
55,DN_Withinp_median_25,DN_Withinp_median_25,52
56,DN_Withinp_median_30,DN_Withinp_median_30,53
57,DN_pleft005,DN_pleft_005,54
58,DN_pleft01,DN_pleft_01,55
59,DN_pleft02,DN_pleft_02,56
60,DN_pleft03,DN_pleft_03,57
61,DN_pleft04,DN_pleft_04,58
62,DN_pleft05,DN_pleft_05,59
63,quantile_1,DN_Quantile_1,60
64,quantile_2,DN_Quantile_2,61
65,quantile_3,DN_Quantile_3,62
66,quantile_4,DN_Quantile_4,63
67,quantile_5,DN_Quantile_5,64
68,quantile_10,DN_Quantile_10,65
69,quantile_20,DN_Quantile_20,66
70,quantile_30,DN_Quantile_30,67
71,quantile_40,DN_Quantile_40,68
72,quantile_50,DN_Quantile_50,69
73,quantile_60,DN_Quantile_60,70
74,quantile_70,DN_Quantile_70,71
75,quantile_80,DN_Quantile_80,72
76,quantile_90,DN_Quantile_90,73
77,quantile_91,DN_Quantile_91,74
78,quantile_92,DN_Quantile_92,75
79,quantile_93,DN_Quantile_93,76
80,quantile_94,DN_Quantile_94,77
81,quantile_95,DN_Quantile_95,78
82,quantile_96,DN_Quantile_96,79
83,quantile_97,DN_Quantile_97,80
84,quantile_98,DN_Quantile_98,81
85,quantile_99,DN_Quantile_99,82
86,HighLowMu,DN_HighLowMu,85
87,propUnique,DN_Unique,86
88,ST_SimpleStats_zcross,ST_SimpleStats_zcross,87
89,ST_SimpleStats_pmcross,ST_SimpleStats_pmcross,88
90,DN_ProportionValues_zeros,DN_ProportionValues_zeros,89
91,DN_ProportionValues_geq0,DN_ProportionValues_geq0,90
92,DN_ProportionValues_positive,DN_ProportionValues_positive,91
93,AC_1,AC_1,92
94,AC_2,AC_2,93
95,AC_3,AC_3,94
96,AC_4,AC_4,95
97,AC_5,AC_5,96
98,AC_6,AC_6,97
99,AC_7,AC_7,98
100,AC_8,AC_8,99
101,AC_9,AC_9,100
102,AC_10,AC_10,101
103,AC_11,AC_11,102
104,AC_12,AC_12,103
105,AC_13,AC_13,104
106,AC_14,AC_14,105
107,AC_15,AC_15,106
108,AC_16,AC_16,107
109,AC_17,AC_17,108
110,AC_18,AC_18,109
111,AC_19,AC_19,110
112,AC_20,AC_20,111
113,AC_21,AC_21,112
114,AC_22,AC_22,113
115,AC_23,AC_23,114
116,AC_24,AC_24,115
117,AC_25,AC_25,116
118,AC_26,AC_26,117
119,AC_27,AC_27,118
120,AC_28,AC_28,119
121,AC_29,AC_29,120
122,AC_30,AC_30,121
123,AC_31,AC_31,122
124,AC_32,AC_32,123
125,AC_33,AC_33,124
126,AC_34,AC_34,125
127,AC_35,AC_35,126
128,AC_36,AC_36,127
129,AC_37,AC_37,128
130,AC_38,AC_38,129
131,AC_39,AC_39,130
132,AC_40,AC_40,131
133,first_zero_ac,CO_FirstZero_ac,132
134,first_1e_ac,CO_f1ecac,133
135,first_min_acf,CO_FirstMin_ac,134
136,AC_nl_12,AC_nl_12,140
137,AC_nl_123,AC_nl_123,141
138,AC_nl_1234,AC_nl_1234,142
139,AC_nl_12345,AC_nl_12345,143
140,AC_nl_123456,AC_nl_123456,144
141,AC_nl_1234567,AC_nl_1234567,145
142,AC_nl_12345678,AC_nl_12345678,146
143,AC_nl_13,AC_nl_13,147
144,AC_nl_24,AC_nl_24,148
145,AC_nl_135,AC_nl_135,149
146,AC_nl_246,AC_nl_246,150
147,AC_nl_1357,AC_nl_1357,151
148,AC_nl_2468,AC_nl_2468,152
149,AC_nl_124,AC_nl_124,153
150,AC_nl_134,AC_nl_134,154
151,AC_nl_14,AC_nl_14,155
152,AC_nl_11,AC_nl_11,156
153,AC_nl_22,AC_nl_22,157
154,AC_nl_33,AC_nl_33,158
155,AC_nl_44,AC_nl_44,159
156,AC_nl_55,AC_nl_55,160
157,AC_nl_66,AC_nl_66,161
158,AC_nl_011,AC_nl_011,162
159,AC_nl_022,AC_nl_022,163
160,AC_nl_033,AC_nl_033,164
161,AC_nl_044,AC_nl_044,165
162,AC_nl_055,AC_nl_055,166
163,AC_nl_066,AC_nl_066,167
164,AC_nl_001,AC_nl_001,168
165,AC_nl_002,AC_nl_002,169
166,AC_nl_003,AC_nl_003,170
167,AC_nl_004,AC_nl_004,171
168,AC_nl_005,AC_nl_005,172
169,AC_nl_006,AC_nl_006,173
170,AC_nl_012,AC_nl_012,174
171,AC_nl_013,AC_nl_013,175
172,AC_nl_023,AC_nl_023,176
173,AC_nl_014,AC_nl_014,177
174,AC_nl_024,AC_nl_024,178
175,AC_nl_034,AC_nl_034,179
176,AC_nl_015,AC_nl_015,180
177,AC_nl_025,AC_nl_025,181
178,AC_nl_035,AC_nl_035,182
179,AC_nl_045,AC_nl_045,183
180,AC_nl_016,AC_nl_016,184
181,AC_nl_026,AC_nl_026,185
182,AC_nl_036,AC_nl_036,186
183,AC_nl_046,AC_nl_046,187
184,AC_nl_056,AC_nl_056,188
185,AC_nl_112,AC_nl_112,189
186,AC_nl_113,AC_nl_113,190
187,AC_nl_122,AC_nl_122,191
188,AC_nl_133,AC_nl_133,192
189,AC_nl_223,AC_nl_223,193
190,AC_nl_233,AC_nl_233,194
191,RM_ami_0,CO_RM_AMInformation_0,195
192,RM_ami_1,CO_RM_AMInformation_1,196
193,RM_ami_2,CO_RM_AMInformation_2,197
194,RM_ami_3,CO_RM_AMInformation_3,198
195,RM_ami_4,CO_RM_AMInformation_4,199
196,RM_ami_5,CO_RM_AMInformation_5,200
197,RM_ami_6,CO_RM_AMInformation_6,201
198,RM_ami_7,CO_RM_AMInformation_7,202
199,RM_ami_8,CO_RM_AMInformation_8,203
200,RM_ami_9,CO_RM_AMInformation_9,204
201,RM_ami_10,CO_RM_AMInformation_10,205
202,firstMin_mi-gaussian,CO_FirstMin_mi-gaussian,135
203,firstMin_mi-kraskov1_4,CO_FirstMin_mi-kraskov1_4,136
204,firstMin_mi-kraskov2_4,CO_FirstMin_mi-kraskov2_4,137
205,firstMin_mi-hist_5,CO_FirstMin_mi-hist_5,138
206,firstMin_mi-hist_10,CO_FirstMin_mi-hist_10,139
207,CO_HistogramAMI_std1_2_1,CO_HistogramAMI_std1_2.ami1,206
208,CO_HistogramAMI_std1_2_2,CO_HistogramAMI_std1_2.ami2,206
209,CO_HistogramAMI_std1_2_3,CO_HistogramAMI_std1_2.ami3,206
210,CO_HistogramAMI_std1_2_4,CO_HistogramAMI_std1_2.ami4,206
211,CO_HistogramAMI_std1_2_5,CO_HistogramAMI_std1_2.ami5,206
212,CO_HistogramAMI_std1_5_1,CO_HistogramAMI_std1_5.ami1,207
213,CO_HistogramAMI_std1_5_2,CO_HistogramAMI_std1_5.ami2,207
214,CO_HistogramAMI_std1_5_3,CO_HistogramAMI_std1_5.ami3,207
215,CO_HistogramAMI_std1_5_4,CO_HistogramAMI_std1_5.ami4,207
216,CO_HistogramAMI_std1_5_5,CO_HistogramAMI_std1_5.ami5,207
217,CO_HistogramAMI_std1_10_1,CO_HistogramAMI_std1_10.ami1,208
218,CO_HistogramAMI_std1_10_2,CO_HistogramAMI_std1_10.ami2,208
219,CO_HistogramAMI_std1_10_3,CO_HistogramAMI_std1_10.ami3,208
220,CO_HistogramAMI_std1_10_4,CO_HistogramAMI_std1_10.ami4,208
221,CO_HistogramAMI_std1_10_5,CO_HistogramAMI_std1_10.ami5,208
222,CO_HistogramAMI_std2_2_1,CO_HistogramAMI_std2_2.ami1,209
223,CO_HistogramAMI_std2_2_2,CO_HistogramAMI_std2_2.ami2,209
224,CO_HistogramAMI_std2_2_3,CO_HistogramAMI_std2_2.ami3,209
225,CO_HistogramAMI_std2_2_4,CO_HistogramAMI_std2_2.ami4,209
226,CO_HistogramAMI_std2_2_5,CO_HistogramAMI_std2_2.ami5,209
227,CO_HistogramAMI_std2_5_1,CO_HistogramAMI_std2_5.ami1,210
228,CO_HistogramAMI_std2_5_2,CO_HistogramAMI_std2_5.ami2,210
229,CO_HistogramAMI_std2_5_3,CO_HistogramAMI_std2_5.ami3,210
230,CO_HistogramAMI_std2_5_4,CO_HistogramAMI_std2_5.ami4,210
231,CO_HistogramAMI_std2_5_5,CO_HistogramAMI_std2_5.ami5,210
232,CO_HistogramAMI_std2_10_1,CO_HistogramAMI_std2_10.ami1,211
233,CO_HistogramAMI_std2_10_2,CO_HistogramAMI_std2_10.ami2,211
234,CO_HistogramAMI_std2_10_3,CO_HistogramAMI_std2_10.ami3,211
235,CO_HistogramAMI_std2_10_4,CO_HistogramAMI_std2_10.ami4,211
236,CO_HistogramAMI_std2_10_5,CO_HistogramAMI_std2_10.ami5,211
237,CO_HistogramAMI_even_2_1,CO_HistogramAMI_even_2.ami1,212
238,CO_HistogramAMI_even_2_2,CO_HistogramAMI_even_2.ami2,212
239,CO_HistogramAMI_even_2_3,CO_HistogramAMI_even_2.ami3,212
240,CO_HistogramAMI_even_2_4,CO_HistogramAMI_even_2.ami4,212
241,CO_HistogramAMI_even_2_5,CO_HistogramAMI_even_2.ami5,212
242,CO_HistogramAMI_even_5_1,CO_HistogramAMI_even_5.ami1,213
243,CO_HistogramAMI_even_5_2,CO_HistogramAMI_even_5.ami2,213
244,CO_HistogramAMI_even_5_3,CO_HistogramAMI_even_5.ami3,213
245,CO_HistogramAMI_even_5_4,CO_HistogramAMI_even_5.ami4,213
246,CO_HistogramAMI_even_5_5,CO_HistogramAMI_even_5.ami5,213
247,CO_HistogramAMI_even_10_1,CO_HistogramAMI_even_10.ami1,214
248,CO_HistogramAMI_even_10_2,CO_HistogramAMI_even_10.ami2,214
249,CO_HistogramAMI_even_10_3,CO_HistogramAMI_even_10.ami3,214
250,CO_HistogramAMI_even_10_4,CO_HistogramAMI_even_10.ami4,214
251,CO_HistogramAMI_even_10_5,CO_HistogramAMI_even_10.ami5,214
252,CO_HistogramAMI_quantiles_2_1,CO_HistogramAMI_quantiles_2.ami1,215
253,CO_HistogramAMI_quantiles_2_2,CO_HistogramAMI_quantiles_2.ami2,215
254,CO_HistogramAMI_quantiles_2_3,CO_HistogramAMI_quantiles_2.ami3,215
255,CO_HistogramAMI_quantiles_2_4,CO_HistogramAMI_quantiles_2.ami4,215
256,CO_HistogramAMI_quantiles_2_5,CO_HistogramAMI_quantiles_2.ami5,215
257,CO_HistogramAMI_quantiles_5_1,CO_HistogramAMI_quantiles_5.ami1,216
258,CO_HistogramAMI_quantiles_5_2,CO_HistogramAMI_quantiles_5.ami2,216
259,CO_HistogramAMI_quantiles_5_3,CO_HistogramAMI_quantiles_5.ami3,216
260,CO_HistogramAMI_quantiles_5_4,CO_HistogramAMI_quantiles_5.ami4,216
261,CO_HistogramAMI_quantiles_5_5,CO_HistogramAMI_quantiles_5.ami5,216
262,CO_HistogramAMI_quantiles_10_1,CO_HistogramAMI_quantiles_10.ami1,217
263,CO_HistogramAMI_quantiles_10_2,CO_HistogramAMI_quantiles_10.ami2,217
264,CO_HistogramAMI_quantiles_10_3,CO_HistogramAMI_quantiles_10.ami3,217
265,CO_HistogramAMI_quantiles_10_4,CO_HistogramAMI_quantiles_10.ami4,217
266,CO_HistogramAMI_quantiles_10_5,CO_HistogramAMI_quantiles_10.ami5,217
267,IN_AutoMutualInfoStats_40_gaussian_ami1,IN_AutoMutualInfoStats_40_gaussian.ami1,696
268,IN_AutoMutualInfoStats_40_gaussian_ami2,IN_AutoMutualInfoStats_40_gaussian.ami2,696
269,IN_AutoMutualInfoStats_40_gaussian_ami3,IN_AutoMutualInfoStats_40_gaussian.ami3,696
270,IN_AutoMutualInfoStats_40_gaussian_ami4,IN_AutoMutualInfoStats_40_gaussian.ami4,696
271,IN_AutoMutualInfoStats_40_gaussian_ami5,IN_AutoMutualInfoStats_40_gaussian.ami5,696
272,IN_AutoMutualInfoStats_40_gaussian_ami6,IN_AutoMutualInfoStats_40_gaussian.ami6,696
273,IN_AutoMutualInfoStats_40_gaussian_ami7,IN_AutoMutualInfoStats_40_gaussian.ami7,696
274,IN_AutoMutualInfoStats_40_gaussian_ami8,IN_AutoMutualInfoStats_40_gaussian.ami8,696
275,IN_AutoMutualInfoStats_40_gaussian_ami9,IN_AutoMutualInfoStats_40_gaussian.ami9,696
276,IN_AutoMutualInfoStats_40_gaussian_ami10,IN_AutoMutualInfoStats_40_gaussian.ami10,696
277,IN_AutoMutualInfoStats_40_gaussian_ami11,IN_AutoMutualInfoStats_40_gaussian.ami11,696
278,IN_AutoMutualInfoStats_40_gaussian_ami12,IN_AutoMutualInfoStats_40_gaussian.ami12,696
279,IN_AutoMutualInfoStats_40_gaussian_ami13,IN_AutoMutualInfoStats_40_gaussian.ami13,696
280,IN_AutoMutualInfoStats_40_gaussian_ami14,IN_AutoMutualInfoStats_40_gaussian.ami14,696
281,IN_AutoMutualInfoStats_40_gaussian_ami15,IN_AutoMutualInfoStats_40_gaussian.ami15,696
282,IN_AutoMutualInfoStats_40_gaussian_ami16,IN_AutoMutualInfoStats_40_gaussian.ami16,696
283,IN_AutoMutualInfoStats_40_gaussian_ami17,IN_AutoMutualInfoStats_40_gaussian.ami17,696
284,IN_AutoMutualInfoStats_40_gaussian_ami18,IN_AutoMutualInfoStats_40_gaussian.ami18,696
285,IN_AutoMutualInfoStats_40_gaussian_ami19,IN_AutoMutualInfoStats_40_gaussian.ami19,696
286,IN_AutoMutualInfoStats_40_gaussian_ami20,IN_AutoMutualInfoStats_40_gaussian.ami20,696
287,IN_AutoMutualInfoStats_40_gaussian_ami21,IN_AutoMutualInfoStats_40_gaussian.ami21,696
288,IN_AutoMutualInfoStats_40_gaussian_ami22,IN_AutoMutualInfoStats_40_gaussian.ami22,696
289,IN_AutoMutualInfoStats_40_gaussian_ami23,IN_AutoMutualInfoStats_40_gaussian.ami23,696
290,IN_AutoMutualInfoStats_40_gaussian_ami24,IN_AutoMutualInfoStats_40_gaussian.ami24,696
291,IN_AutoMutualInfoStats_40_gaussian_ami25,IN_AutoMutualInfoStats_40_gaussian.ami25,696
292,IN_AutoMutualInfoStats_40_gaussian_ami26,IN_AutoMutualInfoStats_40_gaussian.ami26,696
293,IN_AutoMutualInfoStats_40_gaussian_ami27,IN_AutoMutualInfoStats_40_gaussian.ami27,696
294,IN_AutoMutualInfoStats_40_gaussian_ami28,IN_AutoMutualInfoStats_40_gaussian.ami28,696
295,IN_AutoMutualInfoStats_40_gaussian_ami29,IN_AutoMutualInfoStats_40_gaussian.ami29,696
296,IN_AutoMutualInfoStats_40_gaussian_ami30,IN_AutoMutualInfoStats_40_gaussian.ami30,696
297,IN_AutoMutualInfoStats_40_gaussian_ami31,IN_AutoMutualInfoStats_40_gaussian.ami31,696
298,IN_AutoMutualInfoStats_40_gaussian_ami32,IN_AutoMutualInfoStats_40_gaussian.ami32,696
299,IN_AutoMutualInfoStats_40_gaussian_ami33,IN_AutoMutualInfoStats_40_gaussian.ami33,696
300,IN_AutoMutualInfoStats_40_gaussian_ami34,IN_AutoMutualInfoStats_40_gaussian.ami34,696
301,IN_AutoMutualInfoStats_40_gaussian_ami35,IN_AutoMutualInfoStats_40_gaussian.ami35,696
302,IN_AutoMutualInfoStats_40_gaussian_ami36,IN_AutoMutualInfoStats_40_gaussian.ami36,696
303,IN_AutoMutualInfoStats_40_gaussian_ami37,IN_AutoMutualInfoStats_40_gaussian.ami37,696
304,IN_AutoMutualInfoStats_40_gaussian_ami38,IN_AutoMutualInfoStats_40_gaussian.ami38,696
305,IN_AutoMutualInfoStats_40_gaussian_ami39,IN_AutoMutualInfoStats_40_gaussian.ami39,696
306,IN_AutoMutualInfoStats_40_gaussian_ami40,IN_AutoMutualInfoStats_40_gaussian.ami40,696
307,IN_AutoMutualInfoStats_40_gaussian_mami,IN_AutoMutualInfoStats_40_gaussian.mami,696
308,IN_AutoMutualInfoStats_40_gaussian_stdami,IN_AutoMutualInfoStats_40_gaussian.stdami,696
309,IN_AutoMutualInfoStats_40_gaussian_pextrema,IN_AutoMutualInfoStats_40_gaussian.pextrema,696
310,IN_AutoMutualInfoStats_40_gaussian_fmmi,IN_AutoMutualInfoStats_40_gaussian.fmmi,696
311,IN_AutoMutualInfoStats_40_gaussian_pmaxima,IN_AutoMutualInfoStats_40_gaussian.pmaxima,696
312,IN_AutoMutualInfoStats_40_gaussian_modeperiodmax,IN_AutoMutualInfoStats_40_gaussian.modeperiodmax,696
313,IN_AutoMutualInfoStats_40_gaussian_pmodeperiodmax,IN_AutoMutualInfoStats_40_gaussian.pmodeperiodmax,696
314,IN_AutoMutualInfoStats_40_gaussian_pminima,IN_AutoMutualInfoStats_40_gaussian.pminima,696
315,IN_AutoMutualInfoStats_40_gaussian_modeperiodmin,IN_AutoMutualInfoStats_40_gaussian.modeperiodmin,696
316,IN_AutoMutualInfoStats_40_gaussian_pmodeperiodmin,IN_AutoMutualInfoStats_40_gaussian.pmodeperiodmin,696
317,IN_AutoMutualInfoStats_40_gaussian_pcrossmean,IN_AutoMutualInfoStats_40_gaussian.pcrossmean,696
318,IN_AutoMutualInfoStats_40_gaussian_pcrossmedian,IN_AutoMutualInfoStats_40_gaussian.pcrossmedian,696
319,IN_AutoMutualInfoStats_40_gaussian_pcrossq10,IN_AutoMutualInfoStats_40_gaussian.pcrossq10,696
320,IN_AutoMutualInfoStats_40_gaussian_pcrossq90,IN_AutoMutualInfoStats_40_gaussian.pcrossq90,696
321,IN_AutoMutualInfoStats_40_gaussian_amiac1,IN_AutoMutualInfoStats_40_gaussian.amiac1,696
322,IN_AutoMutualInfoStats_40_kraskov1_4_ami1,IN_AutoMutualInfoStats_40_kraskov1_4.ami1,697
323,IN_AutoMutualInfoStats_40_kraskov1_4_ami2,IN_AutoMutualInfoStats_40_kraskov1_4.ami2,697
324,IN_AutoMutualInfoStats_40_kraskov1_4_ami3,IN_AutoMutualInfoStats_40_kraskov1_4.ami3,697
325,IN_AutoMutualInfoStats_40_kraskov1_4_ami4,IN_AutoMutualInfoStats_40_kraskov1_4.ami4,697
326,IN_AutoMutualInfoStats_40_kraskov1_4_ami5,IN_AutoMutualInfoStats_40_kraskov1_4.ami5,697
327,IN_AutoMutualInfoStats_40_kraskov1_4_ami6,IN_AutoMutualInfoStats_40_kraskov1_4.ami6,697
328,IN_AutoMutualInfoStats_40_kraskov1_4_ami7,IN_AutoMutualInfoStats_40_kraskov1_4.ami7,697
329,IN_AutoMutualInfoStats_40_kraskov1_4_ami8,IN_AutoMutualInfoStats_40_kraskov1_4.ami8,697
330,IN_AutoMutualInfoStats_40_kraskov1_4_ami9,IN_AutoMutualInfoStats_40_kraskov1_4.ami9,697
331,IN_AutoMutualInfoStats_40_kraskov1_4_ami10,IN_AutoMutualInfoStats_40_kraskov1_4.ami10,697
332,IN_AutoMutualInfoStats_40_kraskov1_4_ami11,IN_AutoMutualInfoStats_40_kraskov1_4.ami11,697
333,IN_AutoMutualInfoStats_40_kraskov1_4_ami12,IN_AutoMutualInfoStats_40_kraskov1_4.ami12,697
334,IN_AutoMutualInfoStats_40_kraskov1_4_ami13,IN_AutoMutualInfoStats_40_kraskov1_4.ami13,697
335,IN_AutoMutualInfoStats_40_kraskov1_4_ami14,IN_AutoMutualInfoStats_40_kraskov1_4.ami14,697
336,IN_AutoMutualInfoStats_40_kraskov1_4_ami15,IN_AutoMutualInfoStats_40_kraskov1_4.ami15,697
337,IN_AutoMutualInfoStats_40_kraskov1_4_ami16,IN_AutoMutualInfoStats_40_kraskov1_4.ami16,697
338,IN_AutoMutualInfoStats_40_kraskov1_4_ami17,IN_AutoMutualInfoStats_40_kraskov1_4.ami17,697
339,IN_AutoMutualInfoStats_40_kraskov1_4_ami18,IN_AutoMutualInfoStats_40_kraskov1_4.ami18,697
340,IN_AutoMutualInfoStats_40_kraskov1_4_ami19,IN_AutoMutualInfoStats_40_kraskov1_4.ami19,697
341,IN_AutoMutualInfoStats_40_kraskov1_4_ami20,IN_AutoMutualInfoStats_40_kraskov1_4.ami20,697
342,IN_AutoMutualInfoStats_40_kraskov1_4_ami21,IN_AutoMutualInfoStats_40_kraskov1_4.ami21,697
343,IN_AutoMutualInfoStats_40_kraskov1_4_ami22,IN_AutoMutualInfoStats_40_kraskov1_4.ami22,697
344,IN_AutoMutualInfoStats_40_kraskov1_4_ami23,IN_AutoMutualInfoStats_40_kraskov1_4.ami23,697
345,IN_AutoMutualInfoStats_40_kraskov1_4_ami24,IN_AutoMutualInfoStats_40_kraskov1_4.ami24,697
346,IN_AutoMutualInfoStats_40_kraskov1_4_ami25,IN_AutoMutualInfoStats_40_kraskov1_4.ami25,697
347,IN_AutoMutualInfoStats_40_kraskov1_4_ami26,IN_AutoMutualInfoStats_40_kraskov1_4.ami26,697
348,IN_AutoMutualInfoStats_40_kraskov1_4_ami27,IN_AutoMutualInfoStats_40_kraskov1_4.ami27,697
349,IN_AutoMutualInfoStats_40_kraskov1_4_ami28,IN_AutoMutualInfoStats_40_kraskov1_4.ami28,697
350,IN_AutoMutualInfoStats_40_kraskov1_4_ami29,IN_AutoMutualInfoStats_40_kraskov1_4.ami29,697
351,IN_AutoMutualInfoStats_40_kraskov1_4_ami30,IN_AutoMutualInfoStats_40_kraskov1_4.ami30,697
352,IN_AutoMutualInfoStats_40_kraskov1_4_ami31,IN_AutoMutualInfoStats_40_kraskov1_4.ami31,697
353,IN_AutoMutualInfoStats_40_kraskov1_4_ami32,IN_AutoMutualInfoStats_40_kraskov1_4.ami32,697
354,IN_AutoMutualInfoStats_40_kraskov1_4_ami33,IN_AutoMutualInfoStats_40_kraskov1_4.ami33,697
355,IN_AutoMutualInfoStats_40_kraskov1_4_ami34,IN_AutoMutualInfoStats_40_kraskov1_4.ami34,697
356,IN_AutoMutualInfoStats_40_kraskov1_4_ami35,IN_AutoMutualInfoStats_40_kraskov1_4.ami35,697
357,IN_AutoMutualInfoStats_40_kraskov1_4_ami36,IN_AutoMutualInfoStats_40_kraskov1_4.ami36,697
358,IN_AutoMutualInfoStats_40_kraskov1_4_ami37,IN_AutoMutualInfoStats_40_kraskov1_4.ami37,697
359,IN_AutoMutualInfoStats_40_kraskov1_4_ami38,IN_AutoMutualInfoStats_40_kraskov1_4.ami38,697
360,IN_AutoMutualInfoStats_40_kraskov1_4_ami39,IN_AutoMutualInfoStats_40_kraskov1_4.ami39,697
361,IN_AutoMutualInfoStats_40_kraskov1_4_ami40,IN_AutoMutualInfoStats_40_kraskov1_4.ami40,697
362,IN_AutoMutualInfoStats_40_kraskov1_4_mami,IN_AutoMutualInfoStats_40_kraskov1_4.mami,697
363,IN_AutoMutualInfoStats_40_kraskov1_4_stdami,IN_AutoMutualInfoStats_40_kraskov1_4.stdami,697
364,IN_AutoMutualInfoStats_40_kraskov1_4_pextrema,IN_AutoMutualInfoStats_40_kraskov1_4.pextrema,697
365,IN_AutoMutualInfoStats_40_kraskov1_4_fmmi,IN_AutoMutualInfoStats_40_kraskov1_4.fmmi,697
366,IN_AutoMutualInfoStats_40_kraskov1_4_pmaxima,IN_AutoMutualInfoStats_40_kraskov1_4.pmaxima,697
367,IN_AutoMutualInfoStats_40_kraskov1_4_modeperiodmax,IN_AutoMutualInfoStats_40_kraskov1_4.modeperiodmax,697
368,IN_AutoMutualInfoStats_40_kraskov1_4_pmodeperiodmax,IN_AutoMutualInfoStats_40_kraskov1_4.pmodeperiodmax,697
369,IN_AutoMutualInfoStats_40_kraskov1_4_pminima,IN_AutoMutualInfoStats_40_kraskov1_4.pminima,697
370,IN_AutoMutualInfoStats_40_kraskov1_4_modeperiodmin,IN_AutoMutualInfoStats_40_kraskov1_4.modeperiodmin,697
371,IN_AutoMutualInfoStats_40_kraskov1_4_pmodeperiodmin,IN_AutoMutualInfoStats_40_kraskov1_4.pmodeperiodmin,697
372,IN_AutoMutualInfoStats_40_kraskov1_4_pcrossmean,IN_AutoMutualInfoStats_40_kraskov1_4.pcrossmean,697
373,IN_AutoMutualInfoStats_40_kraskov1_4_pcrossmedian,IN_AutoMutualInfoStats_40_kraskov1_4.pcrossmedian,697
374,IN_AutoMutualInfoStats_40_kraskov1_4_pcrossq10,IN_AutoMutualInfoStats_40_kraskov1_4.pcrossq10,697
375,IN_AutoMutualInfoStats_40_kraskov1_4_pcrossq90,IN_AutoMutualInfoStats_40_kraskov1_4.pcrossq90,697
376,IN_AutoMutualInfoStats_40_kraskov1_4_amiac1,IN_AutoMutualInfoStats_40_kraskov1_4.amiac1,697
377,IN_AutoMutualInfoStats_diff_20_gaussian_ami1,IN_AutoMutualInfoStats_diff_20_gaussian.ami1,698
378,IN_AutoMutualInfoStats_diff_20_gaussian_ami2,IN_AutoMutualInfoStats_diff_20_gaussian.ami2,698
379,IN_AutoMutualInfoStats_diff_20_gaussian_ami3,IN_AutoMutualInfoStats_diff_20_gaussian.ami3,698
380,IN_AutoMutualInfoStats_diff_20_gaussian_ami4,IN_AutoMutualInfoStats_diff_20_gaussian.ami4,698
381,IN_AutoMutualInfoStats_diff_20_gaussian_ami5,IN_AutoMutualInfoStats_diff_20_gaussian.ami5,698
382,IN_AutoMutualInfoStats_diff_20_gaussian_ami6,IN_AutoMutualInfoStats_diff_20_gaussian.ami6,698
383,IN_AutoMutualInfoStats_diff_20_gaussian_ami7,IN_AutoMutualInfoStats_diff_20_gaussian.ami7,698
