ID,Name,CodeString,MasterID
4144,SC_FluctAnal_2_dfa_50_3_logi_r2_se1,SC_FluctAnal_2_dfa_50_3_logi.r2_se1,902
4145,SC_FluctAnal_2_dfa_50_3_logi_r2_se2,SC_FluctAnal_2_dfa_50_3_logi.r2_se2,902
4146,SC_FluctAnal_2_dfa_50_3_logi_r2_ssr,SC_FluctAnal_2_dfa_50_3_logi.r2_ssr,902
4147,SC_FluctAnal_2_dfa_50_3_logi_r2_resac1,SC_FluctAnal_2_dfa_50_3_logi.r2_resac1,902
4148,SC_FluctAnal_2_dfa_50_3_logi_alpharat,SC_FluctAnal_2_dfa_50_3_logi.alpharat,902
4149,SC_FluctAnal_2_dfa_50_1_2_logi_linfitint,SC_FluctAnal_2_dfa_50_1_2_logi.linfitint,903
4150,SC_FluctAnal_2_dfa_50_1_2_logi_alpha,SC_FluctAnal_2_dfa_50_1_2_logi.alpha,903
4151,SC_FluctAnal_2_dfa_50_1_2_logi_se1,SC_FluctAnal_2_dfa_50_1_2_logi.se1,903
4152,SC_FluctAnal_2_dfa_50_1_2_logi_se2,SC_FluctAnal_2_dfa_50_1_2_logi.se2,903
4153,SC_FluctAnal_2_dfa_50_1_2_logi_ssr,SC_FluctAnal_2_dfa_50_1_2_logi.ssr,903
4154,SC_FluctAnal_2_dfa_50_1_2_logi_resac1,SC_FluctAnal_2_dfa_50_1_2_logi.resac1,903
4155,SC_FluctAnal_2_dfa_50_1_2_logi_logtausplit,SC_FluctAnal_2_dfa_50_1_2_logi.logtausplit,903
4156,SC_FluctAnal_2_dfa_50_1_2_logi_prop_r1,SC_FluctAnal_2_dfa_50_1_2_logi.prop_r1,903
4157,SC_FluctAnal_2_dfa_50_1_2_logi_ratsplitminerr,SC_FluctAnal_2_dfa_50_1_2_logi.ratsplitminerr,903
4158,SC_FluctAnal_2_dfa_50_1_2_logi_meanssr,SC_FluctAnal_2_dfa_50_1_2_logi.meanssr,903
4159,SC_FluctAnal_2_dfa_50_1_2_logi_stdssr,SC_FluctAnal_2_dfa_50_1_2_logi.stdssr,903
4160,SC_FluctAnal_2_dfa_50_1_2_logi_r1_linfitint,SC_FluctAnal_2_dfa_50_1_2_logi.r1_linfitint,903
4161,SC_FluctAnal_2_dfa_50_1_2_logi_r1_alpha,SC_FluctAnal_2_dfa_50_1_2_logi.r1_alpha,903
4162,SC_FluctAnal_2_dfa_50_1_2_logi_r1_se1,SC_FluctAnal_2_dfa_50_1_2_logi.r1_se1,903
4163,SC_FluctAnal_2_dfa_50_1_2_logi_r1_se2,SC_FluctAnal_2_dfa_50_1_2_logi.r1_se2,903
4164,SC_FluctAnal_2_dfa_50_1_2_logi_r1_ssr,SC_FluctAnal_2_dfa_50_1_2_logi.r1_ssr,903
4165,SC_FluctAnal_2_dfa_50_1_2_logi_r1_resac1,SC_FluctAnal_2_dfa_50_1_2_logi.r1_resac1,903
4166,SC_FluctAnal_2_dfa_50_1_2_logi_r2_linfitint,SC_FluctAnal_2_dfa_50_1_2_logi.r2_linfitint,903
4167,SC_FluctAnal_2_dfa_50_1_2_logi_r2_alpha,SC_FluctAnal_2_dfa_50_1_2_logi.r2_alpha,903
4168,SC_FluctAnal_2_dfa_50_1_2_logi_r2_se1,SC_FluctAnal_2_dfa_50_1_2_logi.r2_se1,903
4169,SC_FluctAnal_2_dfa_50_1_2_logi_r2_se2,SC_FluctAnal_2_dfa_50_1_2_logi.r2_se2,903
4170,SC_FluctAnal_2_dfa_50_1_2_logi_r2_ssr,SC_FluctAnal_2_dfa_50_1_2_logi.r2_ssr,903
4171,SC_FluctAnal_2_dfa_50_1_2_logi_r2_resac1,SC_FluctAnal_2_dfa_50_1_2_logi.r2_resac1,903
4172,SC_FluctAnal_2_dfa_50_1_2_logi_alpharat,SC_FluctAnal_2_dfa_50_1_2_logi.alpharat,903
4173,SC_FluctAnal_2_dfa_50_1_3_logi_linfitint,SC_FluctAnal_2_dfa_50_1_3_logi.linfitint,904
4174,SC_FluctAnal_2_dfa_50_1_3_logi_alpha,SC_FluctAnal_2_dfa_50_1_3_logi.alpha,904
4175,SC_FluctAnal_2_dfa_50_1_3_logi_se1,SC_FluctAnal_2_dfa_50_1_3_logi.se1,904
4176,SC_FluctAnal_2_dfa_50_1_3_logi_se2,SC_FluctAnal_2_dfa_50_1_3_logi.se2,904
4177,SC_FluctAnal_2_dfa_50_1_3_logi_ssr,SC_FluctAnal_2_dfa_50_1_3_logi.ssr,904
4178,SC_FluctAnal_2_dfa_50_1_3_logi_resac1,SC_FluctAnal_2_dfa_50_1_3_logi.resac1,904
4179,SC_FluctAnal_2_dfa_50_1_3_logi_logtausplit,SC_FluctAnal_2_dfa_50_1_3_logi.logtausplit,904
4180,SC_FluctAnal_2_dfa_50_1_3_logi_prop_r1,SC_FluctAnal_2_dfa_50_1_3_logi.prop_r1,904
4181,SC_FluctAnal_2_dfa_50_1_3_logi_ratsplitminerr,SC_FluctAnal_2_dfa_50_1_3_logi.ratsplitminerr,904
4182,SC_FluctAnal_2_dfa_50_1_3_logi_meanssr,SC_FluctAnal_2_dfa_50_1_3_logi.meanssr,904
4183,SC_FluctAnal_2_dfa_50_1_3_logi_stdssr,SC_FluctAnal_2_dfa_50_1_3_logi.stdssr,904
4184,SC_FluctAnal_2_dfa_50_1_3_logi_r1_linfitint,SC_FluctAnal_2_dfa_50_1_3_logi.r1_linfitint,904
4185,SC_FluctAnal_2_dfa_50_1_3_logi_r1_alpha,SC_FluctAnal_2_dfa_50_1_3_logi.r1_alpha,904
4186,SC_FluctAnal_2_dfa_50_1_3_logi_r1_se1,SC_FluctAnal_2_dfa_50_1_3_logi.r1_se1,904
4187,SC_FluctAnal_2_dfa_50_1_3_logi_r1_se2,SC_FluctAnal_2_dfa_50_1_3_logi.r1_se2,904
4188,SC_FluctAnal_2_dfa_50_1_3_logi_r1_ssr,SC_FluctAnal_2_dfa_50_1_3_logi.r1_ssr,904
4189,SC_FluctAnal_2_dfa_50_1_3_logi_r1_resac1,SC_FluctAnal_2_dfa_50_1_3_logi.r1_resac1,904
4190,SC_FluctAnal_2_dfa_50_1_3_logi_r2_linfitint,SC_FluctAnal_2_dfa_50_1_3_logi.r2_linfitint,904
4191,SC_FluctAnal_2_dfa_50_1_3_logi_r2_alpha,SC_FluctAnal_2_dfa_50_1_3_logi.r2_alpha,904
4192,SC_FluctAnal_2_dfa_50_1_3_logi_r2_se1,SC_FluctAnal_2_dfa_50_1_3_logi.r2_se1,904
4193,SC_FluctAnal_2_dfa_50_1_3_logi_r2_se2,SC_FluctAnal_2_dfa_50_1_3_logi.r2_se2,904
4194,SC_FluctAnal_2_dfa_50_1_3_logi_r2_ssr,SC_FluctAnal_2_dfa_50_1_3_logi.r2_ssr,904
4195,SC_FluctAnal_2_dfa_50_1_3_logi_r2_resac1,SC_FluctAnal_2_dfa_50_1_3_logi.r2_resac1,904
4196,SC_FluctAnal_2_dfa_50_1_3_logi_alpharat,SC_FluctAnal_2_dfa_50_1_3_logi.alpharat,904
4197,SC_FluctAnal_mag_2_dfa_50_2_logi_linfitint,SC_FluctAnal_mag_2_dfa_50_2_logi.linfitint,905
4198,SC_FluctAnal_mag_2_dfa_50_2_logi_alpha,SC_FluctAnal_mag_2_dfa_50_2_logi.alpha,905
4199,SC_FluctAnal_mag_2_dfa_50_2_logi_se1,SC_FluctAnal_mag_2_dfa_50_2_logi.se1,905
4200,SC_FluctAnal_mag_2_dfa_50_2_logi_se2,SC_FluctAnal_mag_2_dfa_50_2_logi.se2,905
4201,SC_FluctAnal_mag_2_dfa_50_2_logi_ssr,SC_FluctAnal_mag_2_dfa_50_2_logi.ssr,905
4202,SC_FluctAnal_mag_2_dfa_50_2_logi_resac1,SC_FluctAnal_mag_2_dfa_50_2_logi.resac1,905
4203,SC_FluctAnal_mag_2_dfa_50_2_logi_logtausplit,SC_FluctAnal_mag_2_dfa_50_2_logi.logtausplit,905
4204,SC_FluctAnal_mag_2_dfa_50_2_logi_prop_r1,SC_FluctAnal_mag_2_dfa_50_2_logi.prop_r1,905
4205,SC_FluctAnal_mag_2_dfa_50_2_logi_ratsplitminerr,SC_FluctAnal_mag_2_dfa_50_2_logi.ratsplitminerr,905
4206,SC_FluctAnal_mag_2_dfa_50_2_logi_meanssr,SC_FluctAnal_mag_2_dfa_50_2_logi.meanssr,905
4207,SC_FluctAnal_mag_2_dfa_50_2_logi_stdssr,SC_FluctAnal_mag_2_dfa_50_2_logi.stdssr,905
4208,SC_FluctAnal_mag_2_dfa_50_2_logi_r1_linfitint,SC_FluctAnal_mag_2_dfa_50_2_logi.r1_linfitint,905
4209,SC_FluctAnal_mag_2_dfa_50_2_logi_r1_alpha,SC_FluctAnal_mag_2_dfa_50_2_logi.r1_alpha,905
4210,SC_FluctAnal_mag_2_dfa_50_2_logi_r1_se1,SC_FluctAnal_mag_2_dfa_50_2_logi.r1_se1,905
4211,SC_FluctAnal_mag_2_dfa_50_2_logi_r1_se2,SC_FluctAnal_mag_2_dfa_50_2_logi.r1_se2,905
4212,SC_FluctAnal_mag_2_dfa_50_2_logi_r1_ssr,SC_FluctAnal_mag_2_dfa_50_2_logi.r1_ssr,905
4213,SC_FluctAnal_mag_2_dfa_50_2_logi_r1_resac1,SC_FluctAnal_mag_2_dfa_50_2_logi.r1_resac1,905
4214,SC_FluctAnal_mag_2_dfa_50_2_logi_r2_linfitint,SC_FluctAnal_mag_2_dfa_50_2_logi.r2_linfitint,905
4215,SC_FluctAnal_mag_2_dfa_50_2_logi_r2_alpha,SC_FluctAnal_mag_2_dfa_50_2_logi.r2_alpha,905
4216,SC_FluctAnal_mag_2_dfa_50_2_logi_r2_se1,SC_FluctAnal_mag_2_dfa_50_2_logi.r2_se1,905
4217,SC_FluctAnal_mag_2_dfa_50_2_logi_r2_se2,SC_FluctAnal_mag_2_dfa_50_2_logi.r2_se2,905
4218,SC_FluctAnal_mag_2_dfa_50_2_logi_r2_ssr,SC_FluctAnal_mag_2_dfa_50_2_logi.r2_ssr,905
4219,SC_FluctAnal_mag_2_dfa_50_2_logi_r2_resac1,SC_FluctAnal_mag_2_dfa_50_2_logi.r2_resac1,905
4220,SC_FluctAnal_mag_2_dfa_50_2_logi_alpharat,SC_FluctAnal_mag_2_dfa_50_2_logi.alpharat,905
4221,SC_FluctAnal_sign_2_dfa_50_2_logi_linfitint,SC_FluctAnal_sign_2_dfa_50_2_logi.linfitint,906
4222,SC_FluctAnal_sign_2_dfa_50_2_logi_alpha,SC_FluctAnal_sign_2_dfa_50_2_logi.alpha,906
4223,SC_FluctAnal_sign_2_dfa_50_2_logi_se1,SC_FluctAnal_sign_2_dfa_50_2_logi.se1,906
4224,SC_FluctAnal_sign_2_dfa_50_2_logi_se2,SC_FluctAnal_sign_2_dfa_50_2_logi.se2,906
4225,SC_FluctAnal_sign_2_dfa_50_2_logi_ssr,SC_FluctAnal_sign_2_dfa_50_2_logi.ssr,906
4226,SC_FluctAnal_sign_2_dfa_50_2_logi_resac1,SC_FluctAnal_sign_2_dfa_50_2_logi.resac1,906
4227,SC_FluctAnal_sign_2_dfa_50_2_logi_logtausplit,SC_FluctAnal_sign_2_dfa_50_2_logi.logtausplit,906
4228,SC_FluctAnal_sign_2_dfa_50_2_logi_prop_r1,SC_FluctAnal_sign_2_dfa_50_2_logi.prop_r1,906
4229,SC_FluctAnal_sign_2_dfa_50_2_logi_ratsplitminerr,SC_FluctAnal_sign_2_dfa_50_2_logi.ratsplitminerr,906
4230,SC_FluctAnal_sign_2_dfa_50_2_logi_meanssr,SC_FluctAnal_sign_2_dfa_50_2_logi.meanssr,906
4231,SC_FluctAnal_sign_2_dfa_50_2_logi_stdssr,SC_FluctAnal_sign_2_dfa_50_2_logi.stdssr,906
4232,SC_FluctAnal_sign_2_dfa_50_2_logi_r1_linfitint,SC_FluctAnal_sign_2_dfa_50_2_logi.r1_linfitint,906
4233,SC_FluctAnal_sign_2_dfa_50_2_logi_r1_alpha,SC_FluctAnal_sign_2_dfa_50_2_logi.r1_alpha,906
4234,SC_FluctAnal_sign_2_dfa_50_2_logi_r1_se1,SC_FluctAnal_sign_2_dfa_50_2_logi.r1_se1,906
4235,SC_FluctAnal_sign_2_dfa_50_2_logi_r1_se2,SC_FluctAnal_sign_2_dfa_50_2_logi.r1_se2,906
4236,SC_FluctAnal_sign_2_dfa_50_2_logi_r1_ssr,SC_FluctAnal_sign_2_dfa_50_2_logi.r1_ssr,906
4237,SC_FluctAnal_sign_2_dfa_50_2_logi_r1_resac1,SC_FluctAnal_sign_2_dfa_50_2_logi.r1_resac1,906
4238,SC_FluctAnal_sign_2_dfa_50_2_logi_r2_linfitint,SC_FluctAnal_sign_2_dfa_50_2_logi.r2_linfitint,906
4239,SC_FluctAnal_sign_2_dfa_50_2_logi_r2_alpha,SC_FluctAnal_sign_2_dfa_50_2_logi.r2_alpha,906
4240,SC_FluctAnal_sign_2_dfa_50_2_logi_r2_se1,SC_FluctAnal_sign_2_dfa_50_2_logi.r2_se1,906
4241,SC_FluctAnal_sign_2_dfa_50_2_logi_r2_se2,SC_FluctAnal_sign_2_dfa_50_2_logi.r2_se2,906
4242,SC_FluctAnal_sign_2_dfa_50_2_logi_r2_ssr,SC_FluctAnal_sign_2_dfa_50_2_logi.r2_ssr,906
4243,SC_FluctAnal_sign_2_dfa_50_2_logi_r2_resac1,SC_FluctAnal_sign_2_dfa_50_2_logi.r2_resac1,906
4244,SC_FluctAnal_sign_2_dfa_50_2_logi_alpharat,SC_FluctAnal_sign_2_dfa_50_2_logi.alpharat,906
4245,SC_MMA_0__n5_5_meanHurstExponent,SC_MMA_0__n5_5.meanHurstExponent,907
4246,SC_MMA_0__n5_5_stdHurstExponent,SC_MMA_0__n5_5.stdHurstExponent,907
4247,SC_MMA_0__n5_5_minHurstExponent,SC_MMA_0__n5_5.minHurstExponent,907
4248,SC_MMA_0__n5_5_maxHurstExponent,SC_MMA_0__n5_5.maxHurstExponent,907
4249,SC_MMA_0__n5_5_scaleHurstStd,SC_MMA_0__n5_5.scaleHurstStd,907
4250,SC_MMA_0__n5_5_scaleHurstTrend,SC_MMA_0__n5_5.scaleHurstTrend,907
4251,SC_MMA_0__n5_5_qHurstStd,SC_MMA_0__n5_5.qHurstStd,907
4252,SC_MMA_0__n5_5_qHurstTrend,SC_MMA_0__n5_5.qHurstTrend,907
4253,SC_MMA_0__n5_5_maxHurstQ,SC_MMA_0__n5_5.maxHurstQ,907
4254,SC_MMA_0__n5_5_maxHurstScale,SC_MMA_0__n5_5.maxHurstScale,907
4255,SC_MMA_0__n5_5_minHurstQ,SC_MMA_0__n5_5.minHurstQ,907
4256,SC_MMA_0__n5_5_minHurstScale,SC_MMA_0__n5_5.minHurstScale,907
4257,SC_MMA_0__n5_5_stdStdHurstQ,SC_MMA_0__n5_5.stdStdHurstQ,907
4258,SC_MMA_0__n5_5_stdStdHurstScale,SC_MMA_0__n5_5.stdStdHurstScale,907
4259,SP_Summaries_pgram_hamm_maxS,SP_Summaries_pgram_hamm.maxS,908
4260,SP_Summaries_pgram_hamm_maxw,SP_Summaries_pgram_hamm.maxw,908
4261,SP_Summaries_pgram_hamm_maxWidth,SP_Summaries_pgram_hamm.maxWidth,908
4262,SP_Summaries_pgram_hamm_numPeaks,SP_Summaries_pgram_hamm.numPeaks,908
4263,SP_Summaries_pgram_hamm_numPromPeaks_1,SP_Summaries_pgram_hamm.numPromPeaks_1,908
4264,SP_Summaries_pgram_hamm_numPromPeaks_2,SP_Summaries_pgram_hamm.numPromPeaks_2,908
4265,SP_Summaries_pgram_hamm_numPromPeaks_5,SP_Summaries_pgram_hamm.numPromPeaks_5,908
4266,SP_Summaries_pgram_hamm_numPeaks_overmean,SP_Summaries_pgram_hamm.numPeaks_overmean,908
4267,SP_Summaries_pgram_hamm_maxProm,SP_Summaries_pgram_hamm.maxProm,908
4268,SP_Summaries_pgram_hamm_meanProm_2,SP_Summaries_pgram_hamm.meanProm_2,908
4269,SP_Summaries_pgram_hamm_meanPeakWidth_prom2,SP_Summaries_pgram_hamm.meanPeakWidth_prom2,908
4270,SP_Summaries_pgram_hamm_width_weighted_prom,SP_Summaries_pgram_hamm.width_weighted_prom,908
4271,SP_Summaries_pgram_hamm_peakPower_2,SP_Summaries_pgram_hamm.peakPower_2,908
4272,SP_Summaries_pgram_hamm_peakPower_5,SP_Summaries_pgram_hamm.peakPower_5,908
4273,SP_Summaries_pgram_hamm_peakPower_prom2,SP_Summaries_pgram_hamm.peakPower_prom2,908
4274,SP_Summaries_pgram_hamm_w_weighted_peak_prom,SP_Summaries_pgram_hamm.w_weighted_peak_prom,908
4275,SP_Summaries_pgram_hamm_w_weighted_peak_height,SP_Summaries_pgram_hamm.w_weighted_peak_height,908
4276,SP_Summaries_pgram_hamm_numPeaks_50power,SP_Summaries_pgram_hamm.numPeaks_50power,908
4277,SP_Summaries_pgram_hamm_peakpower_1,SP_Summaries_pgram_hamm.peakpower_1,908
4278,SP_Summaries_pgram_hamm_iqr,SP_Summaries_pgram_hamm.iqr,908
4279,SP_Summaries_pgram_hamm_logiqr,SP_Summaries_pgram_hamm.logiqr,908
4280,SP_Summaries_pgram_hamm_q25,SP_Summaries_pgram_hamm.q25,908
4281,SP_Summaries_pgram_hamm_median,SP_Summaries_pgram_hamm.median,908
4282,SP_Summaries_pgram_hamm_q75,SP_Summaries_pgram_hamm.q75,908
4283,SP_Summaries_pgram_hamm_std,SP_Summaries_pgram_hamm.std,908
4284,SP_Summaries_pgram_hamm_stdlog,SP_Summaries_pgram_hamm.stdlog,908
4285,SP_Summaries_pgram_hamm_logstd,SP_Summaries_pgram_hamm.logstd,908
4286,SP_Summaries_pgram_hamm_mean,SP_Summaries_pgram_hamm.mean,908
4287,SP_Summaries_pgram_hamm_logmean,SP_Summaries_pgram_hamm.logmean,908
4288,SP_Summaries_pgram_hamm_mom3,SP_Summaries_pgram_hamm.mom3,908
4289,SP_Summaries_pgram_hamm_mom4,SP_Summaries_pgram_hamm.mom4,908
4290,SP_Summaries_pgram_hamm_mom5,SP_Summaries_pgram_hamm.mom5,908
4291,SP_Summaries_pgram_hamm_ac1,SP_Summaries_pgram_hamm.ac1,908
4292,SP_Summaries_pgram_hamm_ac2,SP_Summaries_pgram_hamm.ac2,908
4293,SP_Summaries_pgram_hamm_tau,SP_Summaries_pgram_hamm.tau,908
4294,SP_Summaries_pgram_hamm_wmax_5,SP_Summaries_pgram_hamm.wmax_5,908
4295,SP_Summaries_pgram_hamm_wmax_10,SP_Summaries_pgram_hamm.wmax_10,908
4296,SP_Summaries_pgram_hamm_wmax_25,SP_Summaries_pgram_hamm.wmax_25,908
4297,SP_Summaries_pgram_hamm_centroid,SP_Summaries_pgram_hamm.centroid,908
4298,SP_Summaries_pgram_hamm_wmax_75,SP_Summaries_pgram_hamm.wmax_75,908
4299,SP_Summaries_pgram_hamm_wmax_90,SP_Summaries_pgram_hamm.wmax_90,908
4300,SP_Summaries_pgram_hamm_wmax_95,SP_Summaries_pgram_hamm.wmax_95,908
4301,SP_Summaries_pgram_hamm_wmax_99,SP_Summaries_pgram_hamm.wmax_99,908
4302,SP_Summaries_pgram_hamm_w10_90,SP_Summaries_pgram_hamm.w10_90,908
4303,SP_Summaries_pgram_hamm_w25_75,SP_Summaries_pgram_hamm.w25_75,908
4304,SP_Summaries_pgram_hamm_fpoly2csS_p1,SP_Summaries_pgram_hamm.fpoly2csS_p1,908
4305,SP_Summaries_pgram_hamm_fpoly2csS_p2,SP_Summaries_pgram_hamm.fpoly2csS_p2,908
4306,SP_Summaries_pgram_hamm_fpoly2csS_p3,SP_Summaries_pgram_hamm.fpoly2csS_p3,908
4307,SP_Summaries_pgram_hamm_fpoly2_sse,SP_Summaries_pgram_hamm.fpoly2_sse,908
4308,SP_Summaries_pgram_hamm_fpoly2_r2,SP_Summaries_pgram_hamm.fpoly2_r2,908
4309,SP_Summaries_pgram_hamm_fpoly2_rmse,SP_Summaries_pgram_hamm.fpoly2_rmse,908
4310,SP_Summaries_pgram_hamm_fpolysat_a,SP_Summaries_pgram_hamm.fpolysat_a,908
4311,SP_Summaries_pgram_hamm_fpolysat_b,SP_Summaries_pgram_hamm.fpolysat_b,908
4312,SP_Summaries_pgram_hamm_fpolysat_r2,SP_Summaries_pgram_hamm.fpolysat_r2,908
4313,SP_Summaries_pgram_hamm_fpolysat_rmse,SP_Summaries_pgram_hamm.fpolysat_rmse,908
4314,SP_Summaries_pgram_hamm_spect_shann_ent,SP_Summaries_pgram_hamm.spect_shann_ent,908
4315,SP_Summaries_pgram_hamm_spect_shann_ent_norm,SP_Summaries_pgram_hamm.spect_shann_ent_norm,908
4316,SP_Summaries_pgram_hamm_sfm,SP_Summaries_pgram_hamm.sfm,908
4317,SP_Summaries_pgram_hamm_areatopeak,SP_Summaries_pgram_hamm.areatopeak,908
4318,SP_Summaries_pgram_hamm_ylogareatopeak,SP_Summaries_pgram_hamm.ylogareatopeak,908
4319,SP_Summaries_pgram_hamm_linfitloglog_all_a1,SP_Summaries_pgram_hamm.linfitloglog_all_a1,908
4320,SP_Summaries_pgram_hamm_linfitloglog_all_a2,SP_Summaries_pgram_hamm.linfitloglog_all_a2,908
4321,SP_Summaries_pgram_hamm_linfitloglog_all_sigrat,SP_Summaries_pgram_hamm.linfitloglog_all_sigrat,908
4322,SP_Summaries_pgram_hamm_linfitloglog_all_sigma,SP_Summaries_pgram_hamm.linfitloglog_all_sigma,908
4323,SP_Summaries_pgram_hamm_linfitloglog_all_sea1,SP_Summaries_pgram_hamm.linfitloglog_all_sea1,908
4324,SP_Summaries_pgram_hamm_linfitloglog_lf_a1,SP_Summaries_pgram_hamm.linfitloglog_lf_a1,908
4325,SP_Summaries_pgram_hamm_linfitloglog_lf_a2,SP_Summaries_pgram_hamm.linfitloglog_lf_a2,908
4326,SP_Summaries_pgram_hamm_linfitloglog_lf_sigrat,SP_Summaries_pgram_hamm.linfitloglog_lf_sigrat,908
4327,SP_Summaries_pgram_hamm_linfitloglog_lf_sigma,SP_Summaries_pgram_hamm.linfitloglog_lf_sigma,908
4328,SP_Summaries_pgram_hamm_linfitloglog_lf_sea1,SP_Summaries_pgram_hamm.linfitloglog_lf_sea1,908
4329,SP_Summaries_pgram_hamm_linfitloglog_hf_a1,SP_Summaries_pgram_hamm.linfitloglog_hf_a1,908
4330,SP_Summaries_pgram_hamm_linfitloglog_hf_a2,SP_Summaries_pgram_hamm.linfitloglog_hf_a2,908
4331,SP_Summaries_pgram_hamm_linfitloglog_hf_sigrat,SP_Summaries_pgram_hamm.linfitloglog_hf_sigrat,908
4332,SP_Summaries_pgram_hamm_linfitloglog_hf_sigma,SP_Summaries_pgram_hamm.linfitloglog_hf_sigma,908
4333,SP_Summaries_pgram_hamm_linfitloglog_hf_sea1,SP_Summaries_pgram_hamm.linfitloglog_hf_sea1,908
4334,SP_Summaries_pgram_hamm_linfitloglog_mf_a1,SP_Summaries_pgram_hamm.linfitloglog_mf_a1,908
4335,SP_Summaries_pgram_hamm_linfitloglog_mf_a2,SP_Summaries_pgram_hamm.linfitloglog_mf_a2,908
4336,SP_Summaries_pgram_hamm_linfitloglog_mf_sigrat,SP_Summaries_pgram_hamm.linfitloglog_mf_sigrat,908
4337,SP_Summaries_pgram_hamm_linfitloglog_mf_sigma,SP_Summaries_pgram_hamm.linfitloglog_mf_sigma,908
4338,SP_Summaries_pgram_hamm_linfitloglog_mf_sea1,SP_Summaries_pgram_hamm.linfitloglog_mf_sea1,908
4339,SP_Summaries_pgram_hamm_linfitsemilog_all_a1,SP_Summaries_pgram_hamm.linfitsemilog_all_a1,908
4340,SP_Summaries_pgram_hamm_linfitsemilog_all_a2,SP_Summaries_pgram_hamm.linfitsemilog_all_a2,908
4341,SP_Summaries_pgram_hamm_linfitsemilog_all_sigrat,SP_Summaries_pgram_hamm.linfitsemilog_all_sigrat,908
4342,SP_Summaries_pgram_hamm_linfitsemilog_all_sigma,SP_Summaries_pgram_hamm.linfitsemilog_all_sigma,908
4343,SP_Summaries_pgram_hamm_linfitsemilog_all_sea1,SP_Summaries_pgram_hamm.linfitsemilog_all_sea1,908
4344,SP_Summaries_pgram_hamm_area_2_1,SP_Summaries_pgram_hamm.area_2_1,908
4345,SP_Summaries_pgram_hamm_logarea_2_1,SP_Summaries_pgram_hamm.logarea_2_1,908
4346,SP_Summaries_pgram_hamm_area_2_2,SP_Summaries_pgram_hamm.area_2_2,908
4347,SP_Summaries_pgram_hamm_logarea_2_2,SP_Summaries_pgram_hamm.logarea_2_2,908
4348,SP_Summaries_pgram_hamm_statav2_m,SP_Summaries_pgram_hamm.statav2_m,908
4349,SP_Summaries_pgram_hamm_statav2_s,SP_Summaries_pgram_hamm.statav2_s,908
4350,SP_Summaries_pgram_hamm_area_3_1,SP_Summaries_pgram_hamm.area_3_1,908
4351,SP_Summaries_pgram_hamm_logarea_3_1,SP_Summaries_pgram_hamm.logarea_3_1,908
4352,SP_Summaries_pgram_hamm_area_3_2,SP_Summaries_pgram_hamm.area_3_2,908
4353,SP_Summaries_pgram_hamm_logarea_3_2,SP_Summaries_pgram_hamm.logarea_3_2,908
4354,SP_Summaries_pgram_hamm_area_3_3,SP_Summaries_pgram_hamm.area_3_3,908
4355,SP_Summaries_pgram_hamm_logarea_3_3,SP_Summaries_pgram_hamm.logarea_3_3,908
4356,SP_Summaries_pgram_hamm_statav3_m,SP_Summaries_pgram_hamm.statav3_m,908
4357,SP_Summaries_pgram_hamm_statav3_s,SP_Summaries_pgram_hamm.statav3_s,908
4358,SP_Summaries_pgram_hamm_area_4_1,SP_Summaries_pgram_hamm.area_4_1,908
4359,SP_Summaries_pgram_hamm_logarea_4_1,SP_Summaries_pgram_hamm.logarea_4_1,908
4360,SP_Summaries_pgram_hamm_area_4_2,SP_Summaries_pgram_hamm.area_4_2,908
4361,SP_Summaries_pgram_hamm_logarea_4_2,SP_Summaries_pgram_hamm.logarea_4_2,908
4362,SP_Summaries_pgram_hamm_area_4_3,SP_Summaries_pgram_hamm.area_4_3,908
4363,SP_Summaries_pgram_hamm_logarea_4_3,SP_Summaries_pgram_hamm.logarea_4_3,908
4364,SP_Summaries_pgram_hamm_area_4_4,SP_Summaries_pgram_hamm.area_4_4,908
4365,SP_Summaries_pgram_hamm_logarea_4_4,SP_Summaries_pgram_hamm.logarea_4_4,908
4366,SP_Summaries_pgram_hamm_statav4_m,SP_Summaries_pgram_hamm.statav4_m,908
4367,SP_Summaries_pgram_hamm_statav4_s,SP_Summaries_pgram_hamm.statav4_s,908
4368,SP_Summaries_pgram_hamm_area_5_1,SP_Summaries_pgram_hamm.area_5_1,908
4369,SP_Summaries_pgram_hamm_logarea_5_1,SP_Summaries_pgram_hamm.logarea_5_1,908
4370,SP_Summaries_pgram_hamm_area_5_2,SP_Summaries_pgram_hamm.area_5_2,908
4371,SP_Summaries_pgram_hamm_logarea_5_2,SP_Summaries_pgram_hamm.logarea_5_2,908
4372,SP_Summaries_pgram_hamm_area_5_3,SP_Summaries_pgram_hamm.area_5_3,908
4373,SP_Summaries_pgram_hamm_logarea_5_3,SP_Summaries_pgram_hamm.logarea_5_3,908
4374,SP_Summaries_pgram_hamm_area_5_4,SP_Summaries_pgram_hamm.area_5_4,908
4375,SP_Summaries_pgram_hamm_logarea_5_4,SP_Summaries_pgram_hamm.logarea_5_4,908
4376,SP_Summaries_pgram_hamm_area_5_5,SP_Summaries_pgram_hamm.area_5_5,908
4377,SP_Summaries_pgram_hamm_logarea_5_5,SP_Summaries_pgram_hamm.logarea_5_5,908
4378,SP_Summaries_pgram_hamm_statav5_m,SP_Summaries_pgram_hamm.statav5_m,908
4379,SP_Summaries_pgram_hamm_statav5_s,SP_Summaries_pgram_hamm.statav5_s,908
